OBJECTID,TRACT,ID2,GEO_ID,NAME,ID,TOTALPOP,P_POC,P_CHILD,P_ELDERLY,P_POVERTY,P_DISABILITY,P_LIMENG,ASTHMA,CHD,OBESITY,HSI,P_TREECOVER,P_NOTREE,P_IMPSURF,AIRTEMP_MEAN,HEI,HSEI,GIS_ID,SE_ANNO_CAD_DATA,GLOBALID,CREATOR,CREATED,EDITOR,EDITED,SHAPEAREA,SHAPELEN,GEOID,variable,estimate,moe,geometry
29,000904,11001000904,1400000US11001000904,"Census Tract 9.04, District of Columbia, District of Columbia",18,3232,25.9,4.3,26.7,9,10.4,0,9.8,3.4,17.3,0.20318117,0.68226314,0.31773686,30.64434286,32.99597427,0.21195868,0.20756993,HSEIPly_23,NA,{5CED9DA8-6A7D-4134-8986-24A4C5979096},NA,NA,NA,NA,0,0,11001000904,B19013_001,250001,NA,"list(c(-77.1124783010974, -77.1045, -77.1012777506042, -77.1007, -77.1005269696602, -77.099591, -77.096763, -77.096748, -77.095981, -77.10023, -77.101036, -77.098744, -77.097092, -77.102005, -77.104035, -77.106683, -77.111588, -77.112061, -77.1125318000267, -77.1124783010974, 38.9401006639136, 38.94641, 38.9485299009183, 38.94891, 38.9490529381068, 38.947909, 38.945844, 38.938355, 38.935989, 38.935705, 38.935162, 38.933104, 38.932549, 38.928246, 38.927359, 38.929742, 38.93569, 38.939108, 38.9400583563194, 
38.9401006639136))"
30,001303,11001001303,1400000US11001001303,"Census Tract 13.03, District of Columbia, District of Columbia",25,3433,32.9,1.5,20.4,17,8.2,1.3,8.9,3.3,19.6,0.1813695,0.63087714,0.36912286,25.92819686,33.19317694,0.2327853,0.2070774,HSEIPly_30,NA,{6247170B-20D5-4ABC-82F0-B8FE7F4607BA},NA,NA,NA,NA,0,0,11001001303,B19013_001,88207,11239,"list(c(-77.065678, -77.064854, -77.056712, -77.055803, -77.051659, -77.051649, -77.051007, -77.049849, -77.049655, -77.051156, -77.051209, -77.051539, -77.052696, -77.058631, -77.061654, -77.062921, -77.063559, -77.064282, -77.065006, -77.065678, 38.947895, 38.947893, 38.94789, 38.947948, 38.948858, 38.946493, 38.945369, 38.944217, 38.943779, 38.941718, 38.94045, 38.93967, 38.940709, 38.940967, 38.940972, 38.943154, 38.944252, 38.945482, 38.946736, 38.947895))"
31,002501,11001002501,1400000US11001002501,"Census Tract 25.01, District of Columbia, District of Columbia",45,3392,71.8,12,12.4,16,6.3,12.3,10.8,5.4,29.8,0.37833758,0.22539749,0.77460251,56.31742624,35.38077488,0.70326202,0.5407998,HSEIPly_45,NA,{435D6B9D-6530-465B-9266-A177EE9137A2},NA,NA,NA,NA,0,0,11001002501,B19013_001,143281,59418,"list(c(-77.036424, -77.032724, -77.031695, -77.029643, -77.0266, -77.025514, -77.025938, -77.029704, -77.032727, -77.036441, -77.036424, 38.94826, 38.948264, 38.948235, 38.946125, 38.946125, 38.941873, 38.941867, 38.941865, 38.941867, 38.941874, 38.94826))"
32,002301,11001002301,1400000US11001002301,"Census Tract 23.01, District of Columbia, District of Columbia",42,3439,76.7,8,14,9,9,5.3,10.2,4.1,28.1,0.31929138,0.35272523,0.64727477,51.2318505,35.99311915,0.72692871,0.52311004,HSEIPly_42,NA,{A4DFBB39-658D-4211-959C-D9403178862C},NA,NA,NA,NA,0,0,11001002301,B19013_001,154391,28891,"list(c(-77.01975, -77.019413, -77.017333, -77.016811, -77.016071, -77.01154, -77.012148, -77.013315, -77.01425, -77.014627, -77.015187, -77.016246, -77.016459, -77.017724, -77.019033, -77.018993, -77.019045, -77.0192, -77.019954, -77.01975, 38.943514, 38.946335, 38.946395, 38.946409, 38.94643, 38.944329, 38.943819, 38.942134, 38.94123, 38.940755, 38.93985, 38.938881, 38.938693, 38.937738, 38.937398, 38.937772, 38.938841, 38.942054, 38.943101, 38.943514))"
33,009400,11001009400,1400000US11001009400,"Census Tract 94, District of Columbia, District of Columbia",163,5644,78.8,13.4,15.4,13,11.3,0.6,10.7,5.6,30.1,0.38109064,0.3398315,0.6601685,38.06869466,33.98891032,0.4444241,0.41275737,HSEIPly_163,NA,{5CA8919F-6BC5-4423-887F-9E10107B0867},NA,NA,NA,NA,0,0,11001009400,B19013_001,120824,36131,"list(c(-76.980399, -76.97962, -76.978854, -76.9778263031425, -76.9744996741403, -76.9737462088173, -76.9681589175141, -76.9668313235132, -76.9634357898141, -76.965825, -76.97158, -76.974866, -76.97913, -76.979386, -76.979693, -76.979768, -76.980021, -76.980151, -76.980206, -76.980268, -76.980399, 38.943035, 38.944233, 38.945252, 38.9463397834696, 38.9437684347798, 38.9431860367818, 38.9388672882342, 38.9378411121586, 38.9352165029454, 38.934098, 38.931312, 38.929765, 38.927709, 38.930147, 38.934093, 
38.935081, 38.938306, 38.939576, 38.94072, 38.941515, 38.943035))"
34,002400,11001002400,1400000US11001002400,"Census Tract 24, District of Columbia, District of Columbia",44,4061,66.2,3.3,12,17,8.9,6.3,10.1,4.2,28,0.28409915,0.26801408,0.73198592,56.39987917,35.49897264,0.70682887,0.49546401,HSEIPly_44,NA,{289ED780-CCCC-4D05-A5F9-B48A5A06A553},NA,NA,NA,NA,0,0,11001002400,B19013_001,111061,11613,"list(c(-77.0266, -77.019413, -77.01975, -77.019954, -77.0192, -77.019045, -77.018993, -77.019033, -77.024292, -77.024499, -77.02469, -77.02524, -77.025514, -77.0266, 38.946125, 38.946335, 38.943514, 38.943101, 38.942054, 38.938841, 38.937772, 38.937398, 38.936291, 38.93761, 38.938684, 38.940811, 38.941873, 38.946125))"
35,009504,11001009504,1400000US11001009504,"Census Tract 95.04, District of Columbia, District of Columbia",165,3113,72.8,5.1,25.3,21,11.5,3.2,10.6,6,29.2,0.37094805,0.24743481,0.75256519,47.73027672,36.16828276,0.76306127,0.56700466,HSEIPly_165,NA,{F214C69B-1AF5-4DDD-84E8-8AE92449BFFE},NA,NA,NA,NA,0,0,11001009504,B19013_001,113958,28242,"list(c(-77.000043, -76.99705, -76.988895, -76.988316, -76.988307, -76.988315, -76.988841, -76.993244, -76.994583, -76.994837, -76.997642, -77.000043, 38.94627, 38.94627, 38.946269, 38.944234, 38.940723, 38.938224, 38.934628, 38.934311, 38.933909, 38.933746, 38.940732, 38.94627))"
36,001002,11001001002,1400000US11001001002,"Census Tract 10.02, District of Columbia, District of Columbia",19,3489,32.7,5.9,5.8,25,2.7,3.8,9.8,2.5,19.3,0.1658878,0.37113182,0.62886818,43.8735849,33.98925368,0.45620749,0.31104765,HSEIPly_24,NA,{2CEC1F49-4EC6-400B-B460-76AFEB339766},NA,NA,NA,NA,0,0,11001001002,B19013_001,140772,20766,"list(c(-77.085634, -77.08142, -77.07913, -77.078496, -77.077029, -77.076507, -77.075037, -77.073793, -77.073149, -77.072505, -77.072415, -77.077048, -77.079572, -77.079765, -77.080122, -77.08183, -77.085585, -77.085634, 38.938226, 38.94316, 38.945845, 38.945803, 38.943162, 38.942216, 38.939545, 38.937287, 38.936075, 38.934636, 38.933484, 38.933488, 38.933487, 38.933432, 38.933693, 38.93494, 38.937662, 38.938226))"
37,000903,11001000903,1400000US11001000903,"Census Tract 9.03, District of Columbia, District of Columbia",17,4149,27.3,1.4,7.5,15,7.5,0,9.8,3.4,17.3,0.13111449,0.54515439,0.45484561,30.64434286,33.87410672,0.35269774,0.24190611,HSEIPly_22,NA,{E2F90EED-94C4-4B2F-A454-E15618B99F04},NA,NA,NA,NA,0,0,11001000903,B19013_001,250001,NA,"list(c(-77.10023, -77.095981, -77.096748, -77.096763, -77.093092, -77.090265, -77.086226, -77.085634, -77.085585, -77.086172, -77.087728, -77.089169, -77.091069, -77.093205, -77.09325, -77.095757, -77.097092, -77.098744, -77.101036, -77.10023, 38.935705, 38.935989, 38.938355, 38.945844, 38.943164, 38.941099, 38.938169, 38.938226, 38.937662, 38.937599, 38.935781, 38.93454, 38.933197, 38.932617, 38.932603, 38.932349, 38.932549, 38.933104, 38.935162, 38.935705))"
38,002302,11001002302,1400000US11001002302,"Census Tract 23.02, District of Columbia, District of Columbia",43,1624,63.7,1.2,34.6,22,13,0,8.4,13.3,23.3,0.37561052,0.33547226,0.66452774,32.55556337,34.78383477,0.52235038,0.44898045,HSEIPly_43,NA,{6D5700BB-2E2A-4A24-9548-037D9794DCE6},NA,NA,NA,NA,0,0,11001002302,B19013_001,75208,30656,"list(c(-77.019226, -77.019033, -77.017724, -77.016459, -77.016246, -77.015187, -77.014627, -77.01425, -77.013315, -77.012148, -77.01154, -77.010926, -77.009581, -77.008034, -77.008313, -77.006359, -77.004375, -77.002132, -77.001303, -77.000982, -77.003669, -77.006293, -77.008939, -77.012142, -77.014474, -77.016749, -77.017807, -77.018106, -77.017956, -77.018052, -77.018277, -77.018804, -77.019161, -77.019193, -77.019226, 38.936899, 38.937398, 38.937738, 38.938693, 38.938881, 38.93985, 38.940755, 
38.94123, 38.942134, 38.943819, 38.944329, 38.944613, 38.943237, 38.942381, 38.940626, 38.936592, 38.936823, 38.936155, 38.931812, 38.931215, 38.92968, 38.92701, 38.926678, 38.926282, 38.926345, 38.927536, 38.927938, 38.928484, 38.929, 38.92961, 38.930556, 38.932691, 38.934159, 38.935215, 38.936899))"
40,000600,11001000600,1400000US11001000600,"Census Tract 6, District of Columbia, District of Columbia",9,4942,28,6.1,19.3,6,10.7,0.8,8.7,4.4,20.1,0.20224519,0.60943646,0.39056354,36.76870591,34.07404943,0.38111303,0.29167911,HSEIPly_14,NA,{C4535EAA-0D46-489A-9FEF-D4BDB6EF9AB3},NA,NA,NA,NA,0,0,11001000600,B19013_001,154266,21100,"list(c(-77.076507, -77.072411, -77.068875, -77.067653, -77.064325, -77.061654, -77.060331, -77.060262, -77.059243, -77.05677, -77.059874, -77.063254, -77.064679, -77.06639, -77.07265, -77.072415, -77.072505, -77.073149, -77.073793, -77.075037, -77.076507, 38.942216, 38.942216, 38.94221, 38.940455, 38.940541, 38.940972, 38.938694, 38.938576, 38.936824, 38.93257, 38.930394, 38.930509, 38.931069, 38.931467, 38.931871, 38.933484, 38.934636, 38.936075, 38.937287, 38.939545, 38.942216))"
41,002504,11001002504,1400000US11001002504,"Census Tract 25.04, District of Columbia, District of Columbia",47,3867,80.9,5.7,12.7,28,24,12.8,10.1,3.7,28,0.39441653,0.35879354,0.64120646,57.74345612,35.39938935,0.676156,0.53528627,HSEIPly_47,NA,{87348ECF-4175-4100-882B-F4AF5605D77D},NA,NA,NA,NA,0,0,11001002504,B19013_001,79647,22402,"list(c(-77.036446, -77.036445, -77.036441, -77.032727, -77.029704, -77.029704, -77.029704, -77.029705, -77.02971, -77.029725, -77.030864, -77.03273, -77.03391, -77.036447, -77.036446, 38.937925, 38.938231, 38.941874, 38.941867, 38.941865, 38.940805, 38.938676, 38.937604, 38.936836, 38.936285, 38.936595, 38.937078, 38.937387, 38.937427, 38.937925))"
42,002503,11001002503,1400000US11001002503,"Census Tract 25.03, District of Columbia, District of Columbia",46,3158,70.3,6.1,7.4,26,17.6,1.2,10.1,3.7,28,0.30981891,0.21879205,0.78120796,57.74345612,35.62963554,0.73973458,0.52477674,HSEIPly_46,NA,{047C7706-0ECA-4C7E-8195-E75F55055847},NA,NA,NA,NA,0,0,11001002503,B19013_001,80682,37845,"list(c(-77.02971, -77.029705, -77.029704, -77.029704, -77.029704, -77.025938, -77.025514, -77.02524, -77.02469, -77.024499, -77.024292, -77.025244, -77.029725, -77.02971, 38.936836, 38.937604, 38.938676, 38.940805, 38.941865, 38.941867, 38.941873, 38.940811, 38.938684, 38.93761, 38.936291, 38.935128, 38.936285, 38.936836))"
43,001304,11001001304,1400000US11001001304,"Census Tract 13.04, District of Columbia, District of Columbia",26,4200,29.1,2,15.5,14,8.6,0,8.9,3.3,19.6,0.15947799,0.56485266,0.43514734,25.92819686,33.56954726,0.29496763,0.22722281,HSEIPly_31,NA,{D1157994-BA02-4C9D-A0E2-7EFE1114F1DA},NA,NA,NA,NA,0,0,11001001304,B19013_001,111649,5901,"list(c(-77.061654, -77.058631, -77.052696, -77.051539, -77.051983, -77.047878, -77.048297, -77.049314, -77.050503, -77.05179, -77.054582, -77.055716, -77.05677, -77.059243, -77.060262, -77.060331, -77.061654, 38.940972, 38.940967, 38.940709, 38.93967, 38.937713, 38.936966, 38.934804, 38.933827, 38.933224, 38.933865, 38.932704, 38.930755, 38.93257, 38.936824, 38.938576, 38.938694, 38.940972))"
44,000902,11001000902,1400000US11001000902,"Census Tract 9.02, District of Columbia, District of Columbia",16,2372,22.8,5.2,20,5,8.7,0,8.4,4.3,20.5,0.17928518,0.61234839,0.38765161,17.69686043,32.85820334,0.16922887,0.17425702,HSEIPly_21,NA,{ABE96148-DF00-4BCF-B0C5-E33B2EA67E9A},NA,NA,NA,NA,0,0,11001000902,B19013_001,219250,51300,"list(c(-77.119759, -77.1125318000267, -77.112061, -77.111588, -77.106683, -77.104035, -77.102005, -77.097092, -77.095757, -77.09325, -77.095319, -77.096384, -77.09545, -77.096504, -77.098963, -77.099429, -77.098579, -77.100631, -77.102381, -77.1054024360726, -77.1063, -77.1073605064009, -77.1134, -77.1166, -77.1168162618117, -77.1179, -77.119759, 38.934343, 38.9400583563194, 38.939108, 38.93569, 38.929742, 38.927359, 38.928246, 38.932549, 38.932349, 38.932603, 38.931489, 38.929664, 38.92711, 38.925823, 
38.922222, 38.92207, 38.921149, 38.919731, 38.919821, 38.9171920702241, 38.919111, 38.9200221393022, 38.925211, 38.928911, 38.9294932433392, 38.932411, 38.934343))"
45,002704,11001002704,1400000US11001002704,"Census Tract 27.04, District of Columbia, District of Columbia",51,4084,68.2,4.3,1.9,14,5.6,3.6,9.4,3.4,24,0.20902116,0.59024264,0.40975736,39.72957836,34.04461067,0.39257663,0.30079889,HSEIPly_51,NA,{9FB59E24-D196-4F4F-9F81-23B6B83A42AC},NA,NA,NA,NA,0,0,11001002704,B19013_001,75194,14835,"list(c(-77.049314, -77.048297, -77.045414, -77.040928, -77.038621, -77.03743, -77.036445, -77.036446, -77.036447, -77.036451, -77.037995, -77.038816, -77.038818, -77.044189, -77.044191, -77.04908, -77.050503, -77.049314, 38.933827, 38.934804, 38.935879, 38.936285, 38.937211, 38.937852, 38.938231, 38.937925, 38.937427, 38.934966, 38.935868, 38.934398, 38.934185, 38.934174, 38.932745, 38.932627, 38.933224, 38.933827))"
46,000803,11001000803,1400000US11001000803,"Census Tract 8.03, District of Columbia, District of Columbia",14,2523,35.6,7.1,26,25,5.2,3.6,9.1,4.9,20.6,0.26052575,0.62219139,0.37780861,23.99496863,33.66725298,0.28543221,0.27297898,HSEIPly_19,NA,{B7D04EE5-6CC2-4D2E-AC05-F922C1B0C747},NA,NA,NA,NA,0,0,11001000803,B19013_001,121417,21030,"list(c(-77.087728, -77.086172, -77.085585, -77.08183, -77.080122, -77.079972, -77.080568, -77.083995, -77.085125, -77.086133, -77.086475, -77.087728, 38.935781, 38.937599, 38.937662, 38.93494, 38.933693, 38.932409, 38.930235, 38.930277, 38.932252, 38.934021, 38.934562, 38.935781))"
47,002801,11001002801,1400000US11001002801,"Census Tract 28.01, District of Columbia, District of Columbia",52,4104,66.6,7.7,4.7,30,6.6,15.2,10.1,3.5,27.8,0.31708968,0.12392185,0.87607815,65.25947661,35.54925955,0.77998668,0.54853818,HSEIPly_52,NA,{5200D82C-0FCF-421F-A796-561BAF826251},NA,NA,NA,NA,0,0,11001002801,B19013_001,62323,22218,"list(c(-77.036451, -77.036447, -77.03391, -77.03273, -77.032732, -77.032735, -77.036456, -77.036451, 38.934966, 38.937427, 38.937387, 38.937078, 38.934121, 38.931868, 38.933288, 38.934966))"
48,003200,11001003200,1400000US11001003200,"Census Tract 32, District of Columbia, District of Columbia",57,5201,78.4,4.5,8.9,25,11.5,5.2,10.7,3.6,28.3,0.31496295,0.19024003,0.80975997,59.70226757,35.54201345,0.74318922,0.52907609,HSEIPly_57,NA,{486ABF62-B2A0-4155-B1E0-DDF8513A432E},NA,NA,NA,NA,0,0,11001003200,B19013_001,117563,13402,"list(c(-77.024292, -77.019033, -77.019226, -77.019193, -77.019161, -77.018804, -77.018277, -77.018052, -77.017956, -77.018106, -77.017807, -77.019329, -77.02045, -77.021278, -77.022964, -77.023095, -77.023229, -77.02337, -77.023773, -77.023801, -77.024022, -77.024292, 38.936291, 38.937398, 38.936899, 38.935215, 38.934159, 38.932691, 38.930556, 38.92961, 38.929, 38.928484, 38.927938, 38.927938, 38.927534, 38.92746, 38.927226, 38.928123, 38.929041, 38.930018, 38.93281, 38.933017, 38.934506, 38.936291
))"
49,002900,11001002900,1400000US11001002900,"Census Tract 29, District of Columbia, District of Columbia",54,4450,55.5,5.7,5.5,15,8.1,11.5,9.1,2.6,24.1,0.23422384,0.23030201,0.76969799,61.13877804,35.74459251,0.76216792,0.49819588,HSEIPly_54,NA,{4DC776DC-502A-4600-996D-A51EE5617C39},NA,NA,NA,NA,0,0,11001002900,B19013_001,148125,35175,"list(c(-77.032732, -77.03273, -77.030864, -77.029725, -77.025244, -77.02682, -77.02826, -77.029709, -77.03085, -77.032663, -77.032735, -77.032732, 38.934121, 38.937078, 38.936595, 38.936285, 38.935128, 38.932747, 38.931821, 38.931323, 38.930932, 38.93034, 38.931868, 38.934121))"
50,003100,11001003100,1400000US11001003100,"Census Tract 31, District of Columbia, District of Columbia",56,3825,58.2,4.7,10.1,15,10.6,4.5,9.1,2.8,24.4,0.23478877,0.16148771,0.83851229,59.54734808,36.08533725,0.81536271,0.52507574,HSEIPly_56,NA,{9F504839-590E-40DA-AEFC-67E763E3DE59},NA,NA,NA,NA,0,0,11001003100,B19013_001,133408,18433,"list(c(-77.02826, -77.02682, -77.025244, -77.024292, -77.024022, -77.023801, -77.023773, -77.02337, -77.023229, -77.023095, -77.022964, -77.027046, -77.027273, -77.027443, -77.02751, -77.027744, -77.02826, 38.931821, 38.932747, 38.935128, 38.936291, 38.934506, 38.933017, 38.93281, 38.930018, 38.929041, 38.928123, 38.927226, 38.926749, 38.927731, 38.928429, 38.928705, 38.929675, 38.931821))"
51,002703,11001002703,1400000US11001002703,"Census Tract 27.03, District of Columbia, District of Columbia",50,2567,46.9,13.1,12,20,6.6,10.9,9.4,3.4,24,0.29443027,0.19501322,0.80498678,39.72957836,34.92731699,0.60004279,0.44723653,HSEIPly_50,NA,{E23D23A1-7FB2-4F47-9DFE-1AC5CDFF1CFC},NA,NA,NA,NA,0,0,11001002703,B19013_001,106250,33659,"list(c(-77.044189, -77.038818, -77.038816, -77.037995, -77.036451, -77.036456, -77.03646, -77.038839, -77.040583, -77.041294, -77.04312, -77.044191, -77.044189, 38.934174, 38.934185, 38.934398, 38.935868, 38.934966, 38.933288, 38.931653, 38.932532, 38.932342, 38.932333, 38.932337, 38.932745, 38.934174))"
52,000804,11001000804,1400000US11001000804,"Census Tract 8.04, District of Columbia, District of Columbia",15,3948,25.3,4.3,14.8,8,5,0,9.1,4.9,20.6,0.16778611,0.6368287,0.3631713,23.99496863,33.08811829,0.21204408,0.1899151,HSEIPly_20,NA,{DA3F74C1-0D43-4721-83AE-DB431C3DA772},NA,NA,NA,NA,0,0,11001000804,B19013_001,247946,60367,"list(c(-77.1054024360726, -77.102381, -77.100631, -77.098579, -77.099429, -77.098963, -77.096504, -77.09545, -77.096384, -77.095319, -77.09325, -77.093205, -77.091069, -77.089169, -77.087728, -77.086475, -77.086133, -77.085125, -77.083995, -77.080568, -77.081651, -77.082, -77.082565, -77.082581, -77.088746, -77.088705, -77.092711, -77.094673, -77.097429, -77.097734, -77.1010155931084, -77.1012, -77.1016445994152, -77.1034, -77.1054024360726, 38.9171920702241, 38.919821, 38.919731, 38.921149, 38.92207, 
38.922222, 38.925823, 38.92711, 38.929664, 38.931489, 38.932603, 38.932617, 38.933197, 38.93454, 38.935781, 38.934562, 38.934021, 38.932252, 38.930277, 38.930235, 38.926257, 38.924639, 38.921497, 38.919297, 38.919166, 38.91644, 38.916261, 38.915629, 38.913405, 38.913397, 38.9109831445552, 38.911111, 38.9114747631579, 38.912911, 38.9171920702241))"
53,011100,11001011100,1400000US11001011100,"Census Tract 111, District of Columbia, District of Columbia",205,5227,90.3,5.2,19.3,31,21.5,1.9,11.3,6.7,32.3,0.44306996,0.37110941,0.62889059,27.53363179,34.37593951,0.44706745,0.44506871,HSEIPly_205,NA,{1894D994-6180-45F8-BE2D-E6BA4B510BE7},NA,NA,NA,NA,0,0,11001011100,B19013_001,63625,29740,"list(c(-76.97913, -76.974866, -76.97158, -76.965825, -76.9634357898141, -76.9634302539184, -76.962063432953, -76.9613741668836, -76.958798975852, -76.9577186180641, -76.961486, -76.965161, -76.962634, -76.954983, -76.956458, -76.954204, -76.943623, -76.945951, -76.952893, -76.953573, -76.954459, -76.957969, -76.958273, -76.962218, -76.961984, -76.969464, -76.970385, -76.970233, -76.97189, -76.972461, -76.970205, -76.975197, -76.976208, -76.978838, -76.977366, -76.976327, -76.975303, -76.978167, -76.978295, 
-76.978494, -76.979006, -76.978998, -76.979001, -76.97913, 38.927709, 38.929765, 38.931312, 38.934098, 38.9352165029454, 38.9352122239235, 38.9341557270024, 38.9336229524119, 38.9316324346594, 38.9307973621038, 38.928267, 38.92526, 38.92354, 38.918342, 38.917616, 38.917532, 38.917006, 38.915252, 38.914797, 38.914382, 38.91096, 38.906154, 38.905428, 38.899497, 38.897135, 38.897769, 38.897925, 38.903445, 38.903721, 38.904587, 38.905621, 38.905993, 38.906282, 38.907271, 38.909586, 38.912642, 38.914146, 
38.917282, 38.918104, 38.919185, 38.919894, 38.924509, 38.927481, 38.927709))"
54,009301,11001009301,1400000US11001009301,"Census Tract 93.01, District of Columbia, District of Columbia",161,3701,51.1,7.5,14.3,15,10.4,3.3,10.3,4.6,27.2,0.29205806,0.4273818,0.5726182,41.60862799,34.46778763,0.49161255,0.39183531,HSEIPly_161,NA,{59A59CD4-4627-41E4-9779-1B18BC2A8D47},NA,NA,NA,NA,0,0,11001009301,B19013_001,149350,41644,"list(c(-76.994583, -76.993244, -76.988841, -76.98648, -76.98459, -76.982872, -76.979768, -76.979693, -76.979386, -76.97913, -76.983815, -76.985623, -76.985885, -76.985969, -76.988285, -76.994177, -76.994155, -76.994837, -76.994583, 38.933909, 38.934311, 38.934628, 38.934747, 38.934841, 38.934927, 38.935081, 38.934093, 38.930147, 38.927709, 38.925461, 38.92462, 38.926767, 38.927835, 38.927719, 38.92744, 38.93024, 38.933746, 38.933909))"
55,000501,11001000501,1400000US11001000501,"Census Tract 5.01, District of Columbia, District of Columbia",7,3343,33,1.2,9.8,10,6.2,1.2,8.8,2.1,17.4,0.11420364,0.60412208,0.39587792,34.27045102,33.84466942,0.34638769,0.23029567,HSEIPly_12,NA,{CCF99DF9-7900-4A3B-BD70-086CC4056F04},NA,NA,NA,NA,0,0,11001000501,B19013_001,119911,42616,"list(c(-77.059084, -77.056529, -77.056852, -77.054038, -77.056079, -77.057718, -77.057637, -77.056317, -77.05268, -77.054164, -77.055716, -77.054582, -77.05179, -77.050503, -77.050854, -77.047122, -77.04495, -77.044534, -77.04491, -77.046162, -77.049515, -77.048565, -77.04854, -77.050181, -77.051071, -77.054581, -77.058258, -77.059084, 38.918313, 38.919599, 38.920315, 38.921182, 38.923284, 38.923213, 38.926173, 38.926005, 38.925536, 38.928088, 38.930755, 38.932704, 38.933865, 38.933224, 38.932826, 
38.931448, 38.929051, 38.928123, 38.926578, 38.92596, 38.928134, 38.923344, 38.922771, 38.921241, 38.91988, 38.91993, 38.917716, 38.918313))"
56,009201,11001009201,1400000US11001009201,"Census Tract 92.01, District of Columbia, District of Columbia",158,3272,50.2,8.5,6.4,32,6.5,3,11.2,3.5,24.3,0.26855008,0.15222081,0.84777919,46.03292639,36.2060401,0.78623241,0.52739125,HSEIPly_158,NA,{A3CDC141-BDFE-4B9C-8698-BF6CDDCAF0D3},NA,NA,NA,NA,0,0,11001009201,B19013_001,92000,12148,"list(c(-77.006293, -77.003669, -77.000982, -76.996184, -76.994837, -76.994155, -76.994177, -76.994484, -76.994966, -76.996173, -77.00057, -77.002444, -77.003629, -77.00573, -77.006293, 38.92701, 38.92968, 38.931215, 38.93316, 38.933746, 38.93024, 38.92744, 38.925582, 38.925582, 38.925582, 38.925591, 38.925594, 38.925647, 38.926304, 38.92701))"
57,000703,11001000703,1400000US11001000703,"Census Tract 7.03, District of Columbia, District of Columbia",11,3345,29.4,0.3,39.5,6,13.8,0,8.6,4.5,19.6,0.23307886,0.41296946,0.58703054,45.06605084,33.67073469,0.41124288,0.32216087,HSEIPly_16,NA,{458F0601-CD9F-4E76-A96B-A75635CEF133},NA,NA,NA,NA,0,0,11001000703,B19013_001,120156,21866,"list(c(-77.080568, -77.079972, -77.080122, -77.079765, -77.077009, -77.077052, -77.07705, -77.077046, -77.077048, -77.078979, -77.080002, -77.081651, -77.080568, 38.930235, 38.932409, 38.933693, 38.933432, 38.931412, 38.929019, 38.927998, 38.927527, 38.926183, 38.926183, 38.925966, 38.926257, 38.930235))"
58,000704,11001000704,1400000US11001000704,"Census Tract 7.04, District of Columbia, District of Columbia",12,2896,28.7,6.3,12.1,18,4.3,3.2,8.6,4.5,19.6,0.18187384,0.30447584,0.69552416,45.06605084,33.80879978,0.45565954,0.31876669,HSEIPly_17,NA,{FA618B98-1E45-4342-ACB5-8E508E33EBDC},NA,NA,NA,NA,0,0,11001000704,B19013_001,86733,23440,"list(c(-77.079572, -77.077048, -77.072415, -77.07265, -77.073162, -77.07319, -77.073188, -77.073858, -77.073858, -77.077048, -77.077048, -77.077046, -77.07705, -77.077052, -77.077009, -77.079765, -77.079572, 38.933487, 38.933488, 38.933484, 38.931871, 38.928611, 38.927529, 38.926182, 38.926185, 38.925586, 38.925744, 38.926183, 38.927527, 38.927998, 38.929019, 38.931412, 38.933432, 38.933487))"
59,002802,11001002802,1400000US11001002802,"Census Tract 28.02, District of Columbia, District of Columbia",53,5063,69,3,9,23,9.2,13.2,9.8,3.5,25.7,0.287588,0.09274652,0.90725348,71.65338107,35.70321054,0.82826319,0.55792559,HSEIPly_53,NA,{62D886EC-9E23-483B-B57A-62A5830835CE},NA,NA,NA,NA,0,0,11001002802,B19013_001,72582,6042,"list(c(-77.036707, -77.036476, -77.036458, -77.03646, -77.036456, -77.032735, -77.032663, -77.032664, -77.032612, -77.032518, -77.032407, -77.035484, -77.036489, -77.036488, -77.036707, 38.927118, 38.928687, 38.93045, 38.931653, 38.933288, 38.931868, 38.93034, 38.930163, 38.928805, 38.927538, 38.926573, 38.926325, 38.926272, 38.926525, 38.927118))"
60,002702,11001002702,1400000US11001002702,"Census Tract 27.02, District of Columbia, District of Columbia",49,6055,41.6,8.4,5.9,17,7.8,11,9.4,3.2,23.9,0.24121108,0.44911931,0.5508807,51.3646781,34.8137656,0.56086146,0.40103627,HSEIPly_49,NA,{9772B76C-6F24-4534-B3C8-72056F821FDB},NA,NA,NA,NA,0,0,11001002702,B19013_001,113250,14084,"list(c(-77.050503, -77.04908, -77.044191, -77.04312, -77.041294, -77.040583, -77.038839, -77.03646, -77.036458, -77.036476, -77.036707, -77.03757, -77.038287, -77.041214, -77.041887, -77.043368, -77.044534, -77.04495, -77.047122, -77.050854, -77.050503, 38.933224, 38.932627, 38.932745, 38.932337, 38.932333, 38.932342, 38.932532, 38.931653, 38.93045, 38.928687, 38.927118, 38.926946, 38.92715, 38.927182, 38.927229, 38.927969, 38.928123, 38.929051, 38.931448, 38.932826, 38.933224))"
