OBJECTID,TRACT,ID2,GEO_ID,NAME,ID,TOTALPOP,P_POC,P_CHILD,P_ELDERLY,P_POVERTY,P_DISABILITY,P_LIMENG,ASTHMA,CHD,OBESITY,HSI,P_TREECOVER,P_NOTREE,P_IMPSURF,AIRTEMP_MEAN,HEI,HSEI,GIS_ID,SE_ANNO_CAD_DATA,GLOBALID,CREATOR,CREATED,EDITOR,EDITED,SHAPEAREA,SHAPELEN,GEOID,variable,estimate,moe,geometry
150,009603,11001009603,1400000US11001009603,"Census Tract 96.03, District of Columbia, District of Columbia",174,4310,99.7,8.3,17,44,18.2,0.9,12.8,7.1,37,0.50893961,0.22797655,0.77202345000000006,51.63928301,35.08760535,0.65141988,0.58017975,HSEIPly_174,NA,{E10033D3-F84F-4C70-9F50-40706EA66271},NA,NA,NA,NA,0,0,11001009603,B19013_001,49054,3846,"list(c(-76.954179, -76.951015, -76.94916, -76.946639, -76.945589, -76.942611, -76.93934, -76.939206, -76.938042, -76.937594, -76.937878, -76.947245, -76.948282, -76.953006, -76.956718, -76.954179, 38.892404, 38.89552, 38.895133, 38.894022, 38.893656, 38.892939, 38.891596, 38.891527, 38.890599, 38.889881, 38.889884, 38.889839, 38.88982, 38.889822, 38.889831, 38.892404))"
151,008200,11001008200,1400000US11001008200,"Census Tract 82, District of Columbia, District of Columbia",144,3234,20.8,8.5,8,7,2.7,0.7,8.9,2.6,18.9,0.13020041,0.33048387,0.66951613,63.64931173,34.89221075,0.64254139,0.3863709,HSEIPly_144,NA,{38DE4F71-F80A-426C-A525-0A185F5F71ED},NA,NA,NA,NA,0,0,11001008200,B19013_001,142014,24209,"list(c(-77.005905, -77.005889, -77.003517, -77.00351, -77.002036, -77.000577, -77.000573, -76.99845, -76.994961, -76.994966, -76.994962, -76.998446, -77.000579, -77.00204, -77.00329, -77.003515, -77.003515, -77.005925, -77.005905, 38.892012, 38.893625, 38.893582, 38.895207, 38.894606, 38.894073, 38.893088, 38.893082, 38.891723, 38.890271, 38.889806, 38.889808, 38.889808, 38.889808, 38.889807, 38.889808, 38.891916, 38.890969, 38.892012))"
152,008002,11001008002,1400000US11001008002,"Census Tract 80.02, District of Columbia, District of Columbia",142,3527,28.5,11.2,9.5,11,7.8,0.2,9.3,2.9,23.4,0.20460991,0.32196829,0.67803171,55.77107996,34.87158346,0.61541731,0.41001361,HSEIPly_142,NA,{F4A45022-14C1-4A32-9DFE-BDCA1F90DBFB},NA,NA,NA,NA,0,0,11001008002,B19013_001,159022,21591,"list(c(-76.991533, -76.991531, -76.99024, -76.990246, -76.990241, -76.98422, -76.983648, -76.983052, -76.980764, -76.977259, -76.975152, -76.974012, -76.977257, -76.980764, -76.983645, -76.985506, -76.98832, -76.988316, -76.991544, -76.991533, 38.889805, 38.890366, 38.890375, 38.892012, 38.893574, 38.893573, 38.893504, 38.893327, 38.893337, 38.893301, 38.893295, 38.890276, 38.889798, 38.8898, 38.889801, 38.889803, 38.889795, 38.889243, 38.889226, 38.889805))"
153,009906,11001009906,1400000US11001009906,"Census Tract 99.06, District of Columbia, District of Columbia",189,1737,94.9,5.8,28.6,54,21.5,3.5,13.5,6.7,38.6,0.5623762,0.21077353,0.78922647,43.01875579,34.68577643,0.57815957,0.57026788,HSEIPly_189,NA,{A1B9AAC3-749E-486A-BE73-BF36C05B8328},NA,NA,NA,NA,0,0,11001009906,B19013_001,36938,11763,"list(c(-76.939889, -76.937878, -76.937594, -76.934875, -76.932772, -76.932047, -76.932943, -76.935916, -76.93616, -76.940555, -76.939889, 38.888198, 38.889884, 38.889881, 38.889824, 38.889815, 38.889806, 38.885617, 38.885981, 38.886549, 38.886544, 38.888198))"
154,007703,11001007703,1400000US11001007703,"Census Tract 77.03, District of Columbia, District of Columbia",129,7730,99.8,8.8,11.3,56,10.3,0,14.7,7,40.5,0.51678246,0.40252522,0.59747478,32.54843915,34.10666645,0.42371203,0.47024725,HSEIPly_129,NA,{0ECC6B64-1002-4E8E-8B65-AEB6A34D0ABB},NA,NA,NA,NA,0,0,11001007703,B19013_001,46156,24087,"list(c(-76.957496, -76.955232, -76.953179, -76.953006, -76.948282, -76.947245, -76.937878, -76.939889, -76.940555, -76.94093, -76.94252, -76.942977, -76.944179, -76.945772, -76.946677, -76.947812, -76.953091, -76.956266, -76.957496, 38.88363, 38.886797, 38.889597, 38.889822, 38.88982, 38.889839, 38.889884, 38.888198, 38.886544, 38.884581, 38.882476, 38.882112, 38.881417, 38.880869, 38.88283, 38.882842, 38.883611, 38.88363, 38.88363))"
155,007708,11001007708,1400000US11001007708,"Census Tract 77.08, District of Columbia, District of Columbia",131,2875,100,11.2,19.5,55,29.8,0,15.4,8.6,43.9,0.65272204,0.38959049,0.61040951,18.62591953,34.3450363,0.40828076,0.5305014,HSEIPly_131,NA,{D39859D7-164D-49E5-A327-0D7E12A33999},NA,NA,NA,NA,0,0,11001007708,B19013_001,37803,12089,"list(c(-76.97072, -76.966789, -76.963367, -76.95859, -76.956718, -76.953006, -76.953179, -76.955232, -76.957496, -76.958873, -76.96311, -76.964523, -76.964647, -76.965096, -76.965464, -76.966505, -76.967069, -76.967214, -76.967495, -76.967714, -76.971757, -76.97072, 38.881435, 38.885235, 38.889867, 38.889823, 38.889831, 38.889822, 38.889597, 38.886797, 38.88363, 38.881706, 38.882008, 38.881197, 38.881258, 38.881221, 38.881363, 38.881363, 38.881234, 38.881241, 38.881438, 38.881483, 38.880216, 38.881435
))"
156,009904,11001009904,1400000US11001009904,"Census Tract 99.04, District of Columbia, District of Columbia",187,3208,97.8,18.5,4.2,61,12.9,1.3,13.7,5.6,38.5,0.53429984,0.2374297,0.7625703,48.30272558,34.99323445,0.62628738,0.58029361,HSEIPly_187,NA,{AC164A7A-B3A4-4091-B67D-7E8C35A63E3B},NA,NA,NA,NA,0,0,11001009904,B19013_001,48125,16063,"list(c(-76.935916, -76.932943, -76.932047, -76.930054, -76.929767, -76.927604, -76.928696, -76.929322, -76.929316, -76.93101, -76.93304, -76.933624, -76.934832, -76.935916, 38.885981, 38.885617, 38.889806, 38.88982, 38.889344, 38.888652, 38.883656, 38.880769, 38.880674, 38.88068, 38.881491, 38.882273, 38.883733, 38.885981))"
157,009903,11001009903,1400000US11001009903,"Census Tract 99.03, District of Columbia, District of Columbia",186,2559,92.8,7.4,6.1,36,17.4,1.4,12.6,5.2,33.5,0.4191628,0.19433441,0.80566559,41.25494634,34.92412873,0.60502768,0.51209524,HSEIPly_186,NA,{831FDC5F-BFF2-430D-9857-8817B8F4F8D4},NA,NA,NA,NA,0,0,11001009903,B19013_001,61172,27092,"list(c(-76.930054, -76.927966, -76.926055, -76.922909, -76.920707, -76.917785, -76.91417, -76.9133033917624, -76.9185356627107, -76.9185505215439, -76.919817, -76.921755, -76.923428, -76.9243, -76.92555, -76.926731, -76.927604, -76.929767, -76.930054, 38.88982, 38.889812, 38.889814, 38.889802, 38.889817, 38.8898, 38.889789, 38.8897643075727, 38.8857016030717, 38.8856900656247, 38.886014, 38.886394, 38.886497, 38.88677, 38.887474, 38.888261, 38.888652, 38.889344, 38.88982))"
158,006600,11001006600,1400000US11001006600,"Census Tract 66, District of Columbia, District of Columbia",102,1986,12.5,3.2,22.5,7,8.1,0,8.5,3.1,19.1,0.14672694,0.29883209,0.70116791,62.51580512,34.83181655,0.63953464,0.39313079,HSEIPly_102,NA,{046A7A16-67DC-4623-B62F-8657833358A7},NA,NA,NA,NA,0,0,11001006600,B19013_001,133967,36447,"list(c(-77.003515, -77.00329, -77.00204, -77.000579, -76.998446, -76.994962, -76.994962, -76.99496, -76.996175, -77.002039, -77.002034, -77.00352, -77.003515, 38.889808, 38.889807, 38.889808, 38.889808, 38.889808, 38.889806, 38.887594, 38.884604, 38.884806, 38.887598, 38.889168, 38.889151, 38.889808))"
159,006700,11001006700,1400000US11001006700,"Census Tract 67, District of Columbia, District of Columbia",103,4498,25.2,6.7,20.3,4,9.9,0,8.6,2.9,20.1,0.18189015,0.28596241,0.71403759,58.59181056,34.81639246,0.62761753,0.40475384,HSEIPly_103,NA,{04796E20-21C2-426C-8803-0FC5DDBECE05},NA,NA,NA,NA,0,0,11001006700,B19013_001,124107,21175,"list(c(-76.994962, -76.993757, -76.991533, -76.991544, -76.988316, -76.98832, -76.985506, -76.983645, -76.983653, -76.987272, -76.988311, -76.99153, -76.993763, -76.99496, -76.994962, -76.994962, 38.889806, 38.889804, 38.889805, 38.889226, 38.889243, 38.889795, 38.889803, 38.889801, 38.887086, 38.886227, 38.886017, 38.885098, 38.884585, 38.884604, 38.887594, 38.889806))"
160,006801,11001006801,1400000US11001006801,"Census Tract 68.01, District of Columbia, District of Columbia",104,2528,54.9,9.3,6.2,22,7.9,0,10.1,3.5,26.7,0.25844339,0.28288655,0.71711346,54.49382979,35.09701784,0.64819413,0.45331876,HSEIPly_104,NA,{07BB9374-F10C-4DDA-BF35-95E0006DAB50},NA,NA,NA,NA,0,0,11001006801,B19013_001,109863,24472,"list(c(-76.983645, -76.980764, -76.977257, -76.97726, -76.980766, -76.983653, -76.983645, 38.889801, 38.8898, 38.889798, 38.884556, 38.885949, 38.887086, 38.889801))"
161,009905,11001009905,1400000US11001009905,"Census Tract 99.05, District of Columbia, District of Columbia",188,2773,98.6,8.8,10.9,48,21.1,3.2,13.7,6.4,38.6,0.52445228,0.33320716,0.66679285,42.37770045,34.6641323,0.54198453,0.5332184,HSEIPly_188,NA,{99E60674-C835-462C-9553-BC3FF5F3CF9D},NA,NA,NA,NA,0,0,11001009905,B19013_001,50037,28445,"list(c(-76.929322, -76.928696, -76.927604, -76.926731, -76.92555, -76.9243, -76.923428, -76.921755, -76.919817, -76.9185505215439, -76.919295, -76.920195, -76.9207107542177, -76.9208129010678, -76.9209802218103, -76.9239724376518, -76.9240349501798, -76.925954, -76.926958, -76.929163, -76.929316, -76.929322, 38.880769, 38.883656, 38.888652, 38.888261, 38.887474, 38.88677, 38.886497, 38.886394, 38.886014, 38.8856900656247, 38.885112, 38.884412, 38.8840081519125, 38.8839281684463, 38.8837971522383, 
38.8814541745108, 38.8814052256821, 38.881082, 38.880954, 38.880692, 38.880674, 38.880769))"
162,006500,11001006500,1400000US11001006500,"Census Tract 65, District of Columbia, District of Columbia",101,2939,25.1,4.4,13.8,25,6.9,1.1,9.3,3.4,21.8,0.18757041,0.20914579,0.79085421,56.116584,35.09774039,0.67271254,0.43014147,HSEIPly_101,NA,{716D3B0A-1030-462E-9124-3F2CE27EE4EF},NA,NA,NA,NA,0,0,11001006500,B19013_001,118508,29947,"list(c(-77.009068, -77.009061, -77.005893, -77.005892, -77.003514, -77.003519, -77.002039, -76.996175, -76.996175, -76.996179, -76.99845, -76.998449, -77.000485, -77.002034, -77.002051, -77.003521, -77.005736, -77.007923, -77.009112, -77.009068, 38.883857, 38.885065, 38.885065, 38.886039, 38.886039, 38.887614, 38.887598, 38.884806, 38.884271, 38.883773, 38.883254, 38.882726, 38.882728, 38.882302, 38.88048, 38.880775, 38.880846, 38.881175, 38.881548, 38.883857))"
163,010202,11001010202,1400000US11001010202,"Census Tract 102.02, District of Columbia, District of Columbia",193,1707,45.2,11.7,24.4,26,11.9,1.5,9.2,3.6,22.6,0.30731849,0.14575749,0.85424252,60.03826516,35.01057713,0.6918377,0.49957809,HSEIPly_193,NA,{E9BD243A-ECF0-4E92-BBF3-8CF3F4587490},NA,NA,NA,NA,0,0,11001010202,B19013_001,100333,31706,"list(c(-77.032594, -77.03219, -77.032083, -77.031951, -77.031953, -77.031986, -77.028073, -77.024016, -77.021916, -77.017547, -77.017556, -77.017561, -77.017547, -77.019894, -77.021922, -77.022728, -77.021147, -77.021879, -77.023777, -77.032361, -77.032594, 38.882788, 38.883454, 38.883798, 38.884977, 38.887288, 38.887582, 38.887565, 38.887566, 38.887563, 38.887571, 38.885071, 38.882298, 38.879286, 38.879285, 38.879295, 38.878634, 38.877306, 38.876502, 38.876411, 38.882402, 38.882788))"
164,010500,11001010500,1400000US11001010500,"Census Tract 105, District of Columbia, District of Columbia",196,3927,45.4,7.2,7.4,22,11.2,2.3,10.7,3.9,27.9,0.27214244,0.19175985,0.80824015,67.08650518,35.06020908,0.71001212,0.49107728,HSEIPly_196,NA,{24353FF0-3F90-4932-B25D-41D38F8B2FFD},NA,NA,NA,NA,0,0,11001010500,B19013_001,92083,20106,"list(c(-77.017556, -77.017547, -77.016592, -77.013807, -77.012993, -77.012142, -77.011205, -77.009068, -77.009112, -77.009113, -77.009125, -77.009147, -77.009098, -77.013865, -77.015209, -77.015186, -77.017547, -77.017561, -77.017556, 38.885071, 38.887571, 38.887563, 38.887562, 38.886673, 38.886032, 38.885421, 38.883857, 38.881548, 38.881435, 38.879286, 38.877529, 38.876469, 38.876458, 38.876459, 38.879284, 38.879286, 38.882298, 38.885071))"
165,006900,11001006900,1400000US11001006900,"Census Tract 69, District of Columbia, District of Columbia",107,2601,23.3,7.4,9.6,7,8.3,0,8.9,2.8,22,0.16154227,0.22719391,0.77280609,62.51075399,35.15509765,0.69675554,0.4291489,HSEIPly_107,NA,{A69F6ED0-965A-45B9-A546-A31A450153FA},NA,NA,NA,NA,0,0,11001006900,B19013_001,178611,37811,"list(c(-76.993763, -76.99153, -76.988311, -76.987272, -76.983653, -76.983658, -76.983658, -76.988309, -76.991529, -76.99376, -76.993763, 38.884585, 38.885098, 38.886017, 38.886227, 38.887086, 38.884101, 38.879682, 38.881598, 38.882892, 38.883801, 38.884585))"
166,006802,11001006802,1400000US11001006802,"Census Tract 68.02, District of Columbia, District of Columbia",105,2530,44.7,5.9,6.4,14,4.9,0,9.1,3.1,24,0.18176444,0.24717845,0.75282155,53.09941826,35.08215026,0.65081304,0.41628874,HSEIPly_105,NA,{93112838-1598-4FEB-877A-CC70AB2AB996},NA,NA,NA,NA,0,0,11001006802,B19013_001,124722,35924,"list(c(-76.983658, -76.983653, -76.980766, -76.97726, -76.977263, -76.977261, -76.98076, -76.980872, -76.981576, -76.983658, -76.983658, 38.884101, 38.887086, 38.885949, 38.884556, 38.884102, 38.883676, 38.882259, 38.879236, 38.878837, 38.879682, 38.884101))"
167,009907,11001009907,1400000US11001009907,"Census Tract 99.07, District of Columbia, District of Columbia",190,2942,99.6,7.5,8.5,58,11.3,1.5,13.8,5.4,36.6,0.46981659,0.35357377,0.64642623,31.62172032,34.13235605,0.43619549,0.45300604,HSEIPly_190,NA,{423F6227-8086-4603-A651-CD748CD2FF82},NA,NA,NA,NA,0,0,11001009907,B19013_001,37000,10818,"list(c(-76.945772, -76.944179, -76.942977, -76.94252, -76.94093, -76.940555, -76.93616, -76.935916, -76.934832, -76.933624, -76.93304, -76.936264, -76.942897, -76.944864, -76.945772, 38.880869, 38.881417, 38.882112, 38.882476, 38.884581, 38.886544, 38.886549, 38.885981, 38.883733, 38.882273, 38.881491, 38.880209, 38.880366, 38.879093, 38.880869))"
168,007000,11001007000,1400000US11001007000,"Census Tract 70, District of Columbia, District of Columbia",108,2794,26.6,4.8,9.3,3,8.5,0,8.5,2.3,19.1,0.12595864,0.32720649,0.67279351,62.22150922,35.0451695,0.6569115,0.39143507,HSEIPly_108,NA,{5EBA574E-13E1-4AD2-A879-76B8A5AFC868},NA,NA,NA,NA,0,0,11001007000,B19013_001,149750,43845,"list(c(-77.002034, -77.000485, -76.998449, -76.99845, -76.996179, -76.996175, -76.996175, -76.99496, -76.993763, -76.99376, -76.991529, -76.991534, -76.991537, -76.996186, -76.998821, -77.002051, -77.002034, 38.882302, 38.882728, 38.882726, 38.883254, 38.883773, 38.884271, 38.884806, 38.884604, 38.884585, 38.883801, 38.882892, 38.878402, 38.877773, 38.878902, 38.879577, 38.88048, 38.882302))"
169,009901,11001009901,1400000US11001009901,"Census Tract 99.01, District of Columbia, District of Columbia",184,2486,92.8,5.9,33,12,22.2,0.8,11.2,6.9,32.3,0.46743118,0.64351866,0.35648134,19.65299296,33.50701138,0.24591142,0.3566713,HSEIPly_184,NA,{44033851-AB43-42D3-AD0B-7F2B7FA9F988},NA,NA,NA,NA,0,0,11001009901,B19013_001,104816,26451,"list(c(-76.96492, -76.963517, -76.962018, -76.961137, -76.958873, -76.957496, -76.956266, -76.953091, -76.947812, -76.946677, -76.945772, -76.948124, -76.949043, -76.948134, -76.94868, -76.948645, -76.948578, -76.949791, -76.953001, -76.95611, -76.960383, -76.964772, -76.96477, -76.96477, -76.96492, 38.876364, 38.877064, 38.877809, 38.878542, 38.881706, 38.88363, 38.88363, 38.883611, 38.882842, 38.88283, 38.880869, 38.879602, 38.8784, 38.874098, 38.872875, 38.872269, 38.871929, 38.867902, 38.866279, 
38.867544, 38.869291, 38.871087, 38.873816, 38.874192, 38.876364))"
170,007100,11001007100,1400000US11001007100,"Census Tract 71, District of Columbia, District of Columbia",109,3635,75.1,7.4,8.1,55,13.7,5,11.9,4.4,31.1,0.39772451,0.09205459,0.90794541,38.26125969,34.88265972,0.61606984,0.50689717,HSEIPly_109,NA,{2159C75E-BADF-4317-9D9E-E98A84669A8A},NA,NA,NA,NA,0,0,11001007100,B19013_001,88281,28238,"list(c(-76.991537, -76.991534, -76.991529, -76.988309, -76.983658, -76.981576, -76.980473, -76.978031, -76.983957, -76.990102, -76.990931, -76.991293, -76.991473, -76.991557, -76.991537, 38.877773, 38.878402, 38.882892, 38.881598, 38.879682, 38.878837, 38.878375, 38.876881, 38.874928, 38.871349, 38.87248, 38.873298, 38.874376, 38.876497, 38.877773))"
171,007709,11001007709,1400000US11001007709,"Census Tract 77.09, District of Columbia, District of Columbia",132,2157,98.9,5.1,13.4,60,27.8,0.5,13,7.4,38.4,0.53736678,0.29213065,0.70786935,27.01847266,34.44621313,0.47401158,0.50568918,HSEIPly_132,NA,{2A174329-2D7E-411A-BE53-CD76076226CF},NA,NA,NA,NA,0,0,11001007709,B19013_001,27798,8855,"list(c(-76.978031, -76.973299, -76.971757, -76.967714, -76.967495, -76.967214, -76.967069, -76.966505, -76.965464, -76.965096, -76.964647, -76.964523, -76.96311, -76.958873, -76.961137, -76.962018, -76.963517, -76.96492, -76.96477, -76.96477, -76.964772, -76.967771, -76.969821, -76.970531, -76.971334, -76.972917, -76.976205, -76.978031, 38.876881, 38.87839, 38.880216, 38.881483, 38.881438, 38.881241, 38.881234, 38.881363, 38.881363, 38.881221, 38.881258, 38.881197, 38.882008, 38.881706, 38.878542, 
38.877809, 38.877064, 38.876364, 38.874192, 38.873816, 38.871087, 38.872308, 38.87313, 38.873522, 38.873909, 38.874582, 38.876025, 38.876881))"
172,007707,11001007707,1400000US11001007707,"Census Tract 77.07, District of Columbia, District of Columbia",130,4557,97.7,15.8,12.3,59,22.4,0,13.4,8,37.7,0.58059707,0.29066909,0.70933091,41.03266903,34.59154643,0.53958259,0.56008983,HSEIPly_130,NA,{F73861A2-1AA6-41C8-9A30-8CB376ED8D72},NA,NA,NA,NA,0,0,11001007707,B19013_001,32354,10302,"list(c(-76.944864, -76.942897, -76.936264, -76.93304, -76.93101, -76.929316, -76.929163, -76.926958, -76.925954, -76.9240349501798, -76.9255950496815, -76.9298866240579, -76.9312472646311, -76.9337188787997, -76.9338048141363, -76.9349713257387, -76.942981, -76.944864, 38.879093, 38.880366, 38.880209, 38.881491, 38.88068, 38.880674, 38.880692, 38.880954, 38.881082, 38.8814052256821, 38.8801836298552, 38.8768232228149, 38.8757578081767, 38.8738224742119, 38.8737551847548, 38.8728417778189, 38.877043, 
38.879093))"
173,007202,11001007202,1400000US11001007202,"Census Tract 72.02, District of Columbia, District of Columbia",111,3180,18.6,2.2,1.2,3,3.5,0.4,8.7,2,20.4,0.0677291,0.074927,0.925073,58.9500498,34.89862072,0.45565915,0.26169412,HSEIPly_111,NA,{699148AC-CC9C-4E9E-AB4C-59694AC00AFA},NA,NA,NA,NA,0,0,11001007202,B19013_001,144005,9919,"list(c(-77.009125, -77.009113, -77.009112, -77.007923, -77.005736, -77.005178, -77.004542, -77.004202, -77.005873, -77.009098, -77.009147, -77.009125, 38.879286, 38.881435, 38.881548, 38.881175, 38.880846, 38.879292, 38.877529, 38.876481, 38.876482, 38.876469, 38.877529, 38.879286))"
174,009902,11001009902,1400000US11001009902,"Census Tract 99.02, District of Columbia, District of Columbia",185,3495,97.5,5.2,11.3,19,13.5,2.4,12,6.8,33.8,0.40740741,0.61710855,0.38289145,20.57418511,33.40521856,0.24357971,0.32549356,HSEIPly_185,NA,{5DD3A20C-235F-4804-B31C-FFDB20D8084B},NA,NA,NA,NA,0,0,11001009902,B19013_001,87401,23311,"list(c(-76.953001, -76.949791, -76.948578, -76.948645, -76.94868, -76.948134, -76.949043, -76.948124, -76.945772, -76.944864, -76.942981, -76.9349713257387, -76.9359441963954, -76.9394901437422, -76.9396756663822, -76.9418731911572, -76.9436412723315, -76.9467019673843, -76.9467461839551, -76.951324, -76.953001, 38.866279, 38.867902, 38.871929, 38.872269, 38.872875, 38.874098, 38.8784, 38.879602, 38.880869, 38.879093, 38.877043, 38.8728417778189, 38.8720799964498, 38.8693034334955, 38.8691581647594, 
38.8674374494514, 38.86605299892, 38.8636564003057, 38.8636217776562, 38.865594, 38.866279))"
175,007203,11001007203,1400000US11001007203,"Census Tract 72.03, District of Columbia, District of Columbia",112,2514,39.9,11.1,11.3,7,7.3,0.5,8.7,2,20.4,0.19064047,0.11090444,0.88909556,58.9500498,35.02672654,0.69900955,0.44482501,HSEIPly_112,NA,{E446D8F6-D981-446B-BF56-457CFC0BE0A0},NA,NA,NA,NA,0,0,11001007203,B19013_001,136563,25486,"list(c(-77.005736, -77.003521, -77.002051, -76.998821, -76.996186, -76.991537, -76.991557, -76.997773, -76.999519, -77.002038, -77.004202, -77.004542, -77.005178, -77.005736, 38.880846, 38.880775, 38.88048, 38.879577, 38.878902, 38.877773, 38.876497, 38.87648, 38.876482, 38.87648, 38.876481, 38.877529, 38.879292, 38.880846))"
176,010201,11001010201,1400000US11001010201,"Census Tract 102.01, District of Columbia, District of Columbia",192,2297,46.3,0,13.1,12,9.4,1.2,9.2,3.6,22.6,0.1856036,0.30453872,0.69546128,60.03826516,34.6521006,0.60802589,0.39681475,HSEIPly_192,NA,{998C2068-CB28-48C4-9A8A-6547BA60DC54},NA,NA,NA,NA,0,0,11001010201,B19013_001,85648,20119,"list(c(-77.021922, -77.019894, -77.017547, -77.015186, -77.015209, -77.017566, -77.019885, -77.021147, -77.022728, -77.021922, 38.879295, 38.879285, 38.879286, 38.879284, 38.876459, 38.876461, 38.876461, 38.877306, 38.878634, 38.879295))"
177,011002,11001011002,1400000US11001011002,"Census Tract 110.02, District of Columbia, District of Columbia",204,1760,32,0,31.8,10,20.5,0,9.3,4.8,24,0.26751792,0.09849671,0.90150329,29.35986182,33.87445,0.46287946,0.36519869,HSEIPly_204,NA,{62B4A6CB-BD48-402F-9F3A-0B747E74A22B},NA,NA,NA,NA,0,0,11001011002,B19013_001,105182,38615,"list(c(-77.021879, -77.021147, -77.019885, -77.017566, -77.017554, -77.017556, -77.017009, -77.014341, -77.015316, -77.01535, -77.015377, -77.020162, -77.020314, -77.023777, -77.021879, 38.876502, 38.877306, 38.876461, 38.876461, 38.874652, 38.872978, 38.872041, 38.872035, 38.869472, 38.862097, 38.860038, 38.85733, 38.870014, 38.876411, 38.876502))"
178,007601,11001007601,1400000US11001007601,"Census Tract 76.01, District of Columbia, District of Columbia",125,5316,90.8,11,11.4,49,18,1.1,13,6.9,37,0.50284202,0.16949462,0.83050538,40.16928771,34.61175723,0.57013953,0.53649078,HSEIPly_125,NA,{87F3F2DA-B5DE-4099-9F03-794F58A63380},NA,NA,NA,NA,0,0,11001007601,B19013_001,40330,5556,"list(c(-76.990102, -76.983957, -76.978031, -76.976205, -76.972917, -76.971334, -76.970966, -76.97094, -76.970692, -76.974963, -76.979007, -76.981247, -76.982226, -76.984361, -76.988708, -76.989483, -76.989073, -76.988595, -76.988353, -76.988596, -76.990102, 38.871349, 38.874928, 38.876881, 38.876025, 38.874582, 38.873909, 38.873304, 38.868762, 38.868247, 38.868243, 38.868232, 38.86823, 38.867737, 38.866634, 38.867515, 38.868361, 38.868696, 38.869013, 38.869138, 38.869468, 38.871349))"
179,007201,11001007201,1400000US11001007201,"Census Tract 72.01, District of Columbia, District of Columbia",110,1473,34.4,0,1,4,0,0,8.7,2,20.4,0.06341309,0.03895049,0.96104951,58.9500498,34.62796648,0.66951007,0.36646158,HSEIPly_110,NA,{2D0AA0F9-C458-4F34-B973-CD4CAECC384F},NA,NA,NA,NA,0,0,11001007201,B19013_001,124013,26979,"list(c(-77.009098, -77.005873, -77.004202, -77.002038, -76.999519, -76.997773, -76.991557, -76.991473, -76.991293, -76.990931, -76.990102, -76.99246, -76.999542, -77.000711, -77.003415, -77.005457, -77.0082, -77.008878, -77.008983, -77.00906, -77.009081, -77.009085, -77.009084, -77.009088, -77.009098, 38.876469, 38.876482, 38.876481, 38.87648, 38.876482, 38.87648, 38.876497, 38.874376, 38.873298, 38.87248, 38.871349, 38.870129, 38.870485, 38.870603, 38.870878, 38.868707, 38.869913, 38.870804, 38.871052, 
38.871348, 38.871614, 38.872032, 38.872976, 38.87464, 38.876469))"
180,006400,11001006400,1400000US11001006400,"Census Tract 64, District of Columbia, District of Columbia",100,2602,82.1,13.1,12,59,22.4,2.2,13.8,6.9,36.2,0.54084205,0.10252362,0.89747639,36.2397709,34.60550546,0.57317704,0.55700954,HSEIPly_100,NA,{188B66BE-41CA-400E-B1DE-E731B2D3566B},NA,NA,NA,NA,0,0,11001006400,B19013_001,27574,11815,"list(c(-77.01535, -77.015316, -77.014341, -77.013368, -77.013179, -77.014438, -77.014431, -77.013865, -77.009098, -77.009088, -77.009084, -77.009085, -77.009081, -77.00906, -77.008983, -77.008878, -77.0082, -77.005457, -77.00819, -77.009124, -77.015377, -77.01535, 38.862097, 38.869472, 38.872035, 38.872977, 38.873415, 38.874667, 38.874836, 38.876458, 38.876469, 38.87464, 38.872976, 38.872032, 38.871614, 38.871348, 38.871052, 38.870804, 38.869913, 38.868707, 38.864481, 38.863596, 38.860038, 38.862097
))"
181,011001,11001011001,1400000US11001011001,"Census Tract 110.01, District of Columbia, District of Columbia",203,2345,53.2,0.7,15,10,11.4,0,9.3,4.8,24,0.22150123,0.41922321,0.58077679,29.35986182,34.39097641,0.44275875,0.33212999,HSEIPly_203,NA,{C2E0E8D7-38BF-42C1-907D-16CFABD6B338},NA,NA,NA,NA,0,0,11001011001,B19013_001,115114,40302,"list(c(-77.017566, -77.015209, -77.013865, -77.014431, -77.014438, -77.013179, -77.013368, -77.014341, -77.017009, -77.017556, -77.017554, -77.017566, 38.876461, 38.876459, 38.876458, 38.874836, 38.874667, 38.873415, 38.872977, 38.872035, 38.872041, 38.872978, 38.874652, 38.876461))"
